#	X	Y
input x | intput y | output z
-1.0      1.0      0.2620623
1.0      1.0      0.2975577
1.0      -1.0      0.30163682
-1.0      -1.0      0.2932936
input x | intput y | output z
-1.0      1.0      -0.8636763
1.0      1.0      -0.83883184
1.0      -1.0      -0.7793956
-1.0      -1.0      -0.8448003
input x | intput y | output z
-1.0      1.0      0.13280797
1.0      1.0      0.26175368
1.0      -1.0      0.45387042
-1.0      -1.0      0.30004025
input x | intput y | output z
-1.0      1.0      -0.71326894
1.0      1.0      -0.66245914
1.0      -1.0      -0.5512843
-1.0      -1.0      -0.67891794
input x | intput y | output z
-1.0      1.0      0.60544384
1.0      1.0      0.6378503
1.0      -1.0      0.69026184
-1.0      -1.0      0.6463959
input x | intput y | output z
-1.0      1.0      -0.42443252
1.0      1.0      -0.2908169
1.0      -1.0      -0.020712614
-1.0      -1.0      -0.25072277
input x | intput y | output z
-1.0      1.0      0.21012092
1.0      1.0      0.30002582
1.0      -1.0      0.44332635
-1.0      -1.0      0.31319678
input x | intput y | output z
-1.0      1.0      -0.5651177
1.0      1.0      -0.47617608
1.0      -1.0      -0.27976674
-1.0      -1.0      -0.4707414
input x | intput y | output z
-1.0      1.0      0.4170755
1.0      1.0      0.4738195
1.0      -1.0      0.56431615
-1.0      -1.0      0.47883296
input x | intput y | output z
-1.0      1.0      -0.5737231
1.0      1.0      -0.4717152
1.0      -1.0      -0.23488998
-1.0      -1.0      -0.43864393
input x | intput y | output z
-1.0      1.0      0.27860463
1.0      1.0      0.3801006
1.0      -1.0      0.5404372
-1.0      -1.0      0.40969968
input x | intput y | output z
-1.0      1.0      -0.5356661
1.0      1.0      -0.4544723
1.0      -1.0      -0.2651024
-1.0      -1.0      -0.43411654
input x | intput y | output z
-1.0      1.0      0.34853184
1.0      1.0      0.4065045
1.0      -1.0      0.5062171
-1.0      -1.0      0.4132589
input x | intput y | output z
-1.0      1.0      -0.5980544
1.0      1.0      -0.49576664
1.0      -1.0      -0.23399937
-1.0      -1.0      -0.45838505
input x | intput y | output z
-1.0      1.0      0.2373985
1.0      1.0      0.36405218
1.0      -1.0      0.56668794
-1.0      -1.0      0.40366745
input x | intput y | output z
-1.0      1.0      -0.5420724
1.0      1.0      -0.46605748
1.0      -1.0      -0.25961602
-1.0      -1.0      -0.44562674
input x | intput y | output z
-1.0      1.0      0.36184072
1.0      1.0      0.41601825
1.0      -1.0      0.52287316
-1.0      -1.0      0.42143536
input x | intput y | output z
-1.0      1.0      -0.6633571
1.0      1.0      -0.5539415
1.0      -1.0      -0.19510943
-1.0      -1.0      -0.50254685
input x | intput y | output z
-1.0      1.0      0.11593211
1.0      1.0      0.31497478
1.0      -1.0      0.6413748
-1.0      -1.0      0.39552617
input x | intput y | output z
-1.0      1.0      -0.5177955
1.0      1.0      -0.4693883
1.0      -1.0      -0.24728751
-1.0      -1.0      -0.45749086
input x | intput y | output z
-1.0      1.0      0.46462154
1.0      1.0      0.4749626
1.0      -1.0      0.5507432
-1.0      -1.0      0.46532273
input x | intput y | output z
-1.0      1.0      -0.79912525
1.0      1.0      -0.6990051
1.0      -1.0      -0.08016646
-1.0      -1.0      -0.6233651
input x | intput y | output z
-1.0      1.0      -0.3207165
1.0      1.0      0.085339665
1.0      -1.0      0.8032944
-1.0      -1.0      0.3374251
input x | intput y | output z
-1.0      1.0      -0.42825937
1.0      1.0      -0.45129973
1.0      -1.0      -0.21136421
-1.0      -1.0      -0.46758556
input x | intput y | output z
-1.0      1.0      0.6528634
1.0      1.0      0.6016029
1.0      -1.0      0.64115596
-1.0      -1.0      0.5691024
input x | intput y | output z
-1.0      1.0      -0.88587403
1.0      1.0      -0.8315188
1.0      -1.0      0.18095148
-1.0      -1.0      -0.76376534
input x | intput y | output z
-1.0      1.0      -0.6907105
1.0      1.0      -0.39225984
1.0      -1.0      0.8795097
-1.0      -1.0      0.020221233
input x | intput y | output z
-1.0      1.0      -0.7305777
1.0      1.0      -0.71865445
1.0      -1.0      0.15066552
-1.0      -1.0      -0.6977831
input x | intput y | output z
-1.0      1.0      0.13667512
1.0      1.0      0.19121349
1.0      -1.0      0.8632443
-1.0      -1.0      0.31952834
input x | intput y | output z
-1.0      1.0      -0.84011686
1.0      1.0      -0.8533049
1.0      -1.0      0.2649995
-1.0      -1.0      -0.8406904
input x | intput y | output z
-1.0      1.0      -0.4014871
1.0      1.0      -0.3622067
1.0      -1.0      0.8979051
-1.0      -1.0      -0.14125651
